Medusa,Ninja Tabi,Brawler's Beat Stick,Oni Hunter's Garb,Spectral Armor,Oni Hunter's Garb,Emperor's Armor
Athena,Reinforced Shoes,Oni Hunter's Garb,Book of Thoth,Stone of Binding,Spectral Armor,Magi's Cloak
Artemis,Reinforced Greaves,Blackthorn Hammer,Frostbound Hammer,Winged Blade,Pestilence,Poisoned Star
Hachiman,Ninja Tabi,Bumba's Mask,Void Shield,Berserker's Shield,The Executioner,Hydra's Lament
Sylvanus,Shoes of Focus,Dynasty Plate Helm,Breastplate of Valor,Emperor's Armor,Oni Hunter's Garb,Typhon's Fang
Hun Batz,Warrior Tabi,Berserker's Shield,Pridwen,Arondight,Hastened Katana,Arondight
King Arthur,Talaria Boots,Breastplate of Valor,Mantle of Discord,Devourer's Gauntlet,Mantle of Discord,Hide of the Urchin
Cu Chulainn,Reinforced Greaves,Golden Blade,Shogun's Kusari,Void Shield,Ancile,Golden Blade
Anhur,Warrior Tabi,Talisman of Energy,Silverbranch Bow,Jotunn's Wrath,Toxic Blade,Hydra's Lament
Anubis,Shoes of the Magi,Midgardian Mail,Lono's Mask,Pythagorem's Piece,Stone of Binding,Demonic Grip
Set,Talaria Boots,Void Shield,Bumba's Mask,Relic Dagger,Hastened Katana,Runeforged Hammer
Ah Puch,Reinforced Shoes,Hide of the Urchin,Breastplate of Valor,Breastplate of Valor,Spear of the Magus,Polynomicon
Hercules,Reinforced Greaves,Silverbranch Bow,Brawler's Beat Stick,Brawler's Beat Stick,Spirit Robe,Gauntlet of Thebes
Kumbhakarna,Shoes of the Magi,Hide of the Nemean Lion,Emperor's Armor,Book of Thoth,Book of Thoth,Ethereal Staff
Cupid,Reinforced Greaves,Shield of Regrowth,Gauntlet of Thebes,Oni Hunter's Garb,Blackthorn Hammer,The Executioner
Artemis,Ninja Tabi,Blackthorn Hammer,Runeforged Hammer,Oni Hunter's Garb,Toxic Blade,Stone of Gaia
Ullr,Ninja Tabi,Sovereignty,Mail of Renewal,Witchblade,Ichaival,Runeforged Hammer
Tyr,Ninja Tabi,Hastened Katana,Shield of Regrowth,Stone of Gaia,Toxic Blade,Malice
Anhur,Ninja Tabi,Spectral Armor,Qin's Sais,Void Shield,Talisman of Energy,Wind Demon
Sylvanus,Travelers Shoes,Witchblade,Genji's Guard,Winged Blade,Typhon's Fang,Celestial Legion Helm
Ares,Shoes of the Magi,Sovereignty,Void Stone,Shield of Regrowth,Sovereignty,Hastened Ring
Ah Muzen Cab,Ninja Tabi,Oni Hunter's Garb,Hide of the Urchin,Magi's Cloak,Hide of the Nemean Lion,Bulwark of Hope
Artemis,Ninja Tabi,Asi,Rage,Qin's Sais,Blackthorn Hammer,Contagion
Hera,Travelers Shoes,Mail of Renewal,Warlock's Staff,Ethereal Staff,Heartward Amulet,Shaman's Ring
Anubis,Reinforced Shoes,Oni Hunter's Garb,Hide of the Nemean Lion,Genji's Guard,Bulwark of Hope,Magi's Cloak
Da Ji,Ninja Tabi,Ichaival,Magi's Cloak,Genji's Guard,Masamune,Gauntlet of Thebes
Anubis,Reinforced Shoes,Celestial Legion Helm,Ethereal Staff,Book of Thoth,Shaman's Ring,Spear of Desolation
Erlang Shen,Ninja Tabi,Oni Hunter's Garb,Mantle of Discord,Contagion,Emperor's Armor,Runic Shield
Set,Warrior Tabi,Golden Blade,Witchblade,Runic Shield,Asi,Qin's Sais
Mercury,Warrior Tabi,Mystical Mail,Wind Demon,Blackthorn Hammer,Mail of Renewal,Hydra's Lament
Rama,Warrior Tabi,Hydra's Lament,Hydra's Lament,Asi,Pridwen,Heartward Amulet
Ullr,Warrior Tabi,Relic Dagger,Frostbound Hammer,Genji's Guard,Qin's Sais,Silverbranch Bow
Medusa,Talaria Boots,Stone of Gaia,Ichaival,Shield of Regrowth,Runeforged Hammer,Magi's Cloak
Jing Wei,Reinforced Greaves,Shifter's Shield,Devourer's Gauntlet,Talisman of Energy,Malice,Relic Dagger
Bellona,Ninja Tabi,The Executioner,The Executioner,Winged Blade,Masamune,The Executioner
Camazotz,Reinforced Greaves,Pridwen,Malice,Stone of Gaia,Golden Blade,Witchblade
Baron Samedi,Shoes of the Magi,Talisman of Energy,Shogun's Kusari,Toxic Blade,Shaman's Ring,Hide of the Nemean Lion
Freya,Shoes of Focus,Hide of the Nemean Lion,Mantle of Discord,Heartward Amulet,Breastplate of Valor,Lotus Crown
Apollo,Ninja Tabi,Silverbranch Bow,Blackthorn Hammer,Atalanta's Bow,Gladiator's Shield,Qin's Sais
Sylvanus,Reinforced Shoes,Toxic Blade,Pestilence,Telkhines Ring,Stone of Fal,Typhon's Fang
Kumbhakarna,Shoes of the Magi,Rangda's Mask,Hastened Ring,Soul Reaver,Demonic Grip,Lotus Crown
Izanami,Reinforced Greaves,Spirit Robe,Void Shield,Emperor's Armor,Midgardian Mail,Talisman of Energy
Jing Wei,Ninja Tabi,Jotunn's Wrath,Magi's Cloak,Shifter's Shield,Mystical Mail,Qin's Sais
Janus,Travelers Shoes,Stone of Binding,Doom Orb,Gem of Isolation,Hastened Ring,Breastplate of Valor
Vamana,Ninja Tabi,Talisman of Energy,Malice,Sovereignty,Shield of Regrowth,Wind Demon
Cabrakan,Shoes of Focus,Stone of Binding,Ethereal Staff,Polynomicon,Genji's Guard,Hastened Ring
Vamana,Talaria Boots,Malice,Oni Hunter's Garb,Spectral Armor,Pestilence,Atalanta's Bow
Artemis,Talaria Boots,Spectral Armor,Pestilence,Midgardian Mail,Spirit Robe,Odysseus' Bow
Jing Wei,Reinforced Greaves,Hide of the Nemean Lion,Blackthorn Hammer,Berserker's Shield,Devourer's Gauntlet,The Executioner
Da Ji,Reinforced Greaves,Qin's Sais,Witchblade,Bumba's Mask,Relic Dagger,Jotunn's Wrath
Loki,Warrior Tabi,Stone of Gaia,Shogun's Kusari,Poisoned Star,Atalanta's Bow,Runic Shield
Terra,Shoes of Focus,Stone of Fal,Soul Gem,Spear of the Magus,Talisman of Energy,Shogun's Kusari
Nox,Shoes of Focus,Shield of Regrowth,Celestial Legion Helm,Hide of the Urchin,Shaman's Ring,Relic Dagger
Ah Puch,Reinforced Shoes,Doom Orb,Mantle of Discord,Rod of Asclepius,Dynasty Plate Helm,Oni Hunter's Garb
Zhong Kui,Travelers Shoes,Pestilence,Midgardian Mail,Polynomicon,Bulwark of Hope,Spectral Armor
Ratatoskr,Acorn of Yggdrasil,Asi,Breastplate of Valor,Deathbringer,Winged Blade,Runic Shield
Xbalanque,Reinforced Greaves,Pestilence,Jotunn's Wrath,Midgardian Mail,Heartward Amulet,Magi's Cloak
Bastet,Ninja Tabi,Heartward Amulet,Midgardian Mail,Magi's Cloak,Mantle of Discord,Stone Cutting Sword
Ymir,Shoes of the Magi,Jade Emperor's Crown,Pestilence,Doom Orb,Ethereal Staff,Spirit Robe
Bacchus,Shoes of the Magi,Rangda's Mask,Polynomicon,Celestial Legion Helm,Genji's Guard,Hide of the Nemean Lion
Mercury,Warrior Tabi,Silverbranch Bow,Silverbranch Bow,Winged Blade,Asi,The Executioner
Ares,Shoes of the Magi,Mail of Renewal,Void Stone,Contagion,Book of Thoth,Rod of Asclepius
Nike,Ninja Tabi,Relic Dagger,Blackthorn Hammer,Devourer's Gauntlet,Gauntlet of Thebes,Magi's Cloak
Cernunnos,Warrior Tabi,Hide of the Urchin,Lono's Mask,Transcendence,The Crusher,Witchblade
Chaac,Reinforced Greaves,Witchblade,Rage,Ichaival,Asi,Qin's Sais
Susano,Talaria Boots,Oni Hunter's Garb,Sovereignty,Emperor's Armor,Malice,Relic Dagger
Sun Wukong,Reinforced Greaves,Asi,Midgardian Mail,Contagion,Midgardian Mail,Witchblade
Odin,Warrior Tabi,Spirit Robe,Oni Hunter's Garb,Spectral Armor,Toxic Blade,Toxic Blade
Bellona,Reinforced Greaves,Talisman of Energy,Magi's Cloak,Spectral Armor,Odysseus' Bow,Malice
Discordia,Reinforced Shoes,Rod of Asclepius,Book of Thoth,Breastplate of Valor,Shogun's Kusari,Shaman's Ring
Athena,Shoes of Focus,Rangda's Mask,Soul Gem,Gauntlet of Thebes,Bancroft's Talon,Mail of Renewal
Vulcan,Travelers Shoes,Ethereal Staff,Genji's Guard,Doom Orb,Typhon's Fang,Spear of the Magus
Zhong Kui,Travelers Shoes,Hide of the Urchin,Lono's Mask,Gem of Isolation,Winged Blade,Book of the Dead
Thor,Talaria Boots,Hastened Katana,Sovereignty,Qin's Sais,Spectral Armor,Bumba's Mask
Nike,Warrior Tabi,Hydra's Lament,Shifter's Shield,Hide of the Nemean Lion,Shifter's Shield,Breastplate of Valor
Ah Muzen Cab,Reinforced Greaves,Witchblade,Brawler's Beat Stick,Shifter's Shield,Heartward Amulet,Titan's Bane
Izanami,Reinforced Greaves,Magi's Cloak,Deathbringer,Ancile,Bumba's Mask,Mystical Mail
Osiris,Warrior Tabi,Hide of the Nemean Lion,Rangda's Mask,Devourer's Gauntlet,The Executioner,Stone of Gaia
Geb,Shoes of the Magi,Contagion,Genji's Guard,Rangda's Mask,Midgardian Mail,Spear of Desolation
Artemis,Warrior Tabi,Atalanta's Bow,Stone of Gaia,Contagion,Pridwen,Fail-not
Kumbhakarna,Shoes of Focus,Hide of the Nemean Lion,Witchblade,Relic Dagger,Hide of the Urchin,Staff Of Myrddin
Terra,Travelers Shoes,Hide of the Urchin,Staff Of Myrddin,Pestilence,Hastened Ring,Bulwark of Hope
Sobek,Reinforced Shoes,Magi's Cloak,Spear of Desolation,Emperor's Armor,Soul Gem,Warlock's Staff
Guan Yu,Reinforced Greaves,Emperor's Armor,Berserker's Shield,Bulwark of Hope,Atalanta's Bow,Silverbranch Bow
Janus,Reinforced Shoes,Dynasty Plate Helm,Spear of the Magus,Shaman's Ring,Midgardian Mail,Bancroft's Talon
Ullr,Reinforced Greaves,Runic Shield,Runic Shield,Witchblade,Jotunn's Wrath,Pridwen
Kuzenbo,Shoes of Focus,Bancroft's Talon,Mantle of Discord,Sovereignty,Heartward Amulet,Gem of Isolation
Sun Wukong,Ninja Tabi,Transcendence,Blackthorn Hammer,Pestilence,Emperor's Armor,Shogun's Kusari
Ares,Travelers Shoes,Talisman of Energy,Celestial Legion Helm,Contagion,Polynomicon,Shield of Regrowth
Raijin,Shoes of the Magi,Midgardian Mail,Staff Of Myrddin,Staff Of Myrddin,Midgardian Mail,Relic Dagger
Chernobog,Ninja Tabi,Silverbranch Bow,Midgardian Mail,Hide of the Nemean Lion,Gauntlet of Thebes,Titan's Bane
Chiron,Ninja Tabi,Talisman of Energy,Transcendence,Malice,Toxic Blade,Frostbound Hammer
Isis,Shoes of Focus,Spear of the Magus,Pestilence,Shogun's Kusari,Typhon's Fang,Midgardian Mail
Odin,Reinforced Greaves,Runeforged Hammer,Odysseus' Bow,Rangda's Mask,Relic Dagger,Gladiator's Shield
Medusa,Warrior Tabi,Deathbringer,Void Shield,Hide of the Urchin,Magi's Cloak,Asi
Aphrodite,Shoes of the Magi,Bumba's Mask,Oni Hunter's Garb,Sovereignty,Void Stone,Hastened Ring
Kumbhakarna,Reinforced Shoes,Lotus Crown,Mystical Mail,Mystical Mail,Hastened Ring,Bulwark of Hope
Xing Tian,Shoes of Focus,Gem of Isolation,Lotus Crown,Bulwark of Hope,Contagion,Mystical Mail
Chaac,Ninja Tabi,Pestilence,Ancile,Masamune,Rage,Masamune
Poseidon,Reinforced Shoes,Spear of the Magus,Soul Reaver,Relic Dagger,Bancroft's Talon,Void Stone
He Bo,Shoes of the Magi,Toxic Blade,Soul Gem,Bumba's Mask,Bancroft's Talon,Demonic Grip
Cu Chulainn,Reinforced Greaves,Jotunn's Wrath,Runic Shield,Berserker's Shield,Berserker's Shield,Deathbringer
Fenrir,Ninja Tabi,Hastened Katana,Talisman of Energy,Shogun's Kusari,Gauntlet of Thebes,Emperor's Armor
Ymir,Shoes of Focus,Pythagorem's Piece,Genji's Guard,Mystical Mail,Book of the Dead,Pythagorem's Piece
Amaterasu,Reinforced Greaves,Runic Shield,Shogun's Kusari,Sovereignty,Gladiator's Shield,Void Shield
King Arthur,Ninja Tabi,Midgardian Mail,Hydra's Lament,Pridwen,Berserker's Shield,Witchblade
Khepri,Shoes of the Magi,Hastened Ring,Breastplate of Valor,Void Stone,Breastplate of Valor,Jade Emperor's Crown
Cabrakan,Reinforced Shoes,Gem of Isolation,Dynasty Plate Helm,Bancroft's Talon,Stone of Gaia,Polynomicon
Da Ji,Talaria Boots,Hastened Katana,Devourer's Gauntlet,Mystical Mail,Brawler's Beat Stick,Qin's Sais
Nike,Warrior Tabi,Void Shield,Rage,Asi,Emperor's Armor,Titan's Bane
Artio,Reinforced Shoes,Emperor's Armor,Pridwen,Emperor's Armor,Staff Of Myrddin,Shogun's Kusari
Set,Ninja Tabi,Wind Demon,Golden Blade,Titan's Bane,Titan's Bane,Hydra's Lament
Baron Samedi,Reinforced Shoes,Spear of the Magus,Bulwark of Hope,Spear of the Magus,Book of the Dead,Genji's Guard
Khepri,Shoes of Focus,Mystical Mail,Warlock's Staff,Hide of the Urchin,Lotus Crown,Genji's Guard
Ah Muzen Cab,Talaria Boots,Shifter's Shield,Shield of Regrowth,Mystical Mail,Malice,Ichaival
Anhur,Warrior Tabi,Rage,Spirit Robe,Shifter's Shield,Malice,Atalanta's Bow
Vulcan,Shoes of Focus,Genji's Guard,Polynomicon,Doom Orb,Oni Hunter's Garb,Contagion
Freya,Shoes of the Magi,Stone of Fal,Oni Hunter's Garb,Stone of Gaia,Oni Hunter's Garb,Stone of Gaia
Neith,Warrior Tabi,Spectral Armor,Devourer's Gauntlet,Shield of Regrowth,Mantle of Discord,Winged Blade
Hercules,Reinforced Greaves,Winged Blade,Ancile,Hydra's Lament,Hastened Katana,Spectral Armor
Hercules,Talaria Boots,Bumba's Mask,Runeforged Hammer,Runeforged Hammer,Shifter's Shield,Frostbound Hammer
Bellona,Reinforced Greaves,Contagion,Breastplate of Valor,The Executioner,Hastened Katana,Shogun's Kusari
Nike,Talaria Boots,Mystical Mail,Heartward Amulet,Qin's Sais,Odysseus' Bow,The Executioner
Ah Muzen Cab,Ninja Tabi,Runic Shield,Ancile,Odysseus' Bow,Spirit Robe,Jotunn's Wrath
Odin,Talaria Boots,Atalanta's Bow,The Executioner,Winged Blade,The Crusher,Magi's Cloak
Hou Yi,Ninja Tabi,Emperor's Armor,Ancile,Sovereignty,Magi's Cloak,Relic Dagger
Thor,Ninja Tabi,Stone Cutting Sword,Mantle of Discord,Pestilence,Talisman of Energy,Pestilence
Thor,Talaria Boots,Hide of the Urchin,Asi,Blackthorn Hammer,Qin's Sais,Ancile
Artio,Shoes of the Magi,Polynomicon,Dynasty Plate Helm,Telkhines Ring,Heartward Amulet,Mail of Renewal
Thor,Talaria Boots,The Executioner,Bulwark of Hope,Berserker's Shield,Magi's Cloak,Shield of Regrowth
Thoth,Travelers Shoes,Jade Emperor's Crown,Bulwark of Hope,Witchblade,Shield of Regrowth,Typhon's Fang
Arachne,Warrior Tabi,Heartward Amulet,Ichaival,Malice,Odysseus' Bow,Bulwark of Hope
Jormungandr,Shoes of Focus,Genji's Guard,Hastened Ring,Emperor's Armor,Soul Gem,Shield of Regrowth
Awilix,Reinforced Greaves,Poisoned Star,Witchblade,The Executioner,Transcendence,Blackthorn Hammer
Hun Batz,Warrior Tabi,Runeforged Hammer,The Crusher,Pestilence,Stone Cutting Sword,Oni Hunter's Garb
Thor,Talaria Boots,Toxic Blade,Void Shield,Stone Cutting Sword,Lono's Mask,Masamune
Xing Tian,Travelers Shoes,Stone of Binding,Soul Reaver,Magi's Cloak,Spectral Armor,Soul Reaver
Xbalanque,Reinforced Greaves,Runeforged Hammer,Sovereignty,Relic Dagger,Rage,Hide of the Nemean Lion
Persephone,Shoes of Focus,Obsidian Shard,Ethereal Staff,Warlock's Staff,Typhon's Fang,Breastplate of Valor
Vulcan,Travelers Shoes,Hide of the Nemean Lion,Gauntlet of Thebes,Mystical Mail,Mystical Mail,Magi's Cloak
Chronos,Reinforced Shoes,Rod of Asclepius,Talisman of Energy,Contagion,Stone of Binding,Contagion
Hercules,Ninja Tabi,Asi,Hide of the Nemean Lion,Mantle of Discord,Spectral Armor,Asi
Chaac,Ninja Tabi,Asi,Emperor's Armor,Atalanta's Bow,Sovereignty,Spirit Robe
Mercury,Ninja Tabi,Hide of the Nemean Lion,Frostbound Hammer,Heartward Amulet,Arondight,Runeforged Hammer
Horus,Talaria Boots,Deathbringer,Winged Blade,Brawler's Beat Stick,Shifter's Shield,Titan's Bane
Arachne,Reinforced Greaves,Bulwark of Hope,Deathbringer,Jotunn's Wrath,Pridwen,Hastened Katana
Horus,Ninja Tabi,Transcendence,Heartward Amulet,Atalanta's Bow,Titan's Bane,The Executioner
Persephone,Travelers Shoes,Rod of Asclepius,Telkhines Ring,Talisman of Energy,Rod of Asclepius,Magi's Cloak
Set,Reinforced Greaves,Devourer's Gauntlet,The Executioner,Shogun's Kusari,Toxic Blade,Transcendence
Guan Yu,Warrior Tabi,Silverbranch Bow,Winged Blade,Hide of the Urchin,Genji's Guard,Bulwark of Hope
Artemis,Warrior Tabi,Devourer's Gauntlet,Fail-not,Ancile,Genji's Guard,Fail-not
Medusa,Reinforced Greaves,Ancile,Pestilence,Gladiator's Shield,Magi's Cloak,Oni Hunter's Garb
Rama,Warrior Tabi,Oni Hunter's Garb,Bumba's Mask,Odysseus' Bow,Sovereignty,Ancile
Hun Batz,Talaria Boots,Runeforged Hammer,Sovereignty,Brawler's Beat Stick,Contagion,Relic Dagger
Ratatoskr,Acorn of Yggdrasil,Mystical Mail,Midgardian Mail,The Crusher,Lono's Mask,Talisman of Energy
Geb,Shoes of the Magi,Obsidian Shard,Staff Of Myrddin,Gauntlet of Thebes,Hastened Ring,Winged Blade
Baron Samedi,Travelers Shoes,Lono's Mask,Pridwen,Bulwark of Hope,Pythagorem's Piece,Genji's Guard
Chaac,Reinforced Greaves,Witchblade,Ichaival,Emperor's Armor,Stone of Gaia,Pridwen
Xing Tian,Travelers Shoes,Midgardian Mail,Book of Thoth,Mail of Renewal,Genji's Guard,Shaman's Ring
Anhur,Talaria Boots,Stone of Gaia,Atalanta's Bow,Bulwark of Hope,Lono's Mask,Heartward Amulet
Medusa,Reinforced Greaves,Deathbringer,Jotunn's Wrath,Qin's Sais,Void Shield,Bulwark of Hope
Raijin,Reinforced Shoes,Oni Hunter's Garb,Bumba's Mask,Lotus Crown,Demonic Grip,Witchblade
Artio,Shoes of the Magi,Book of the Dead,Mail of Renewal,Dynasty Plate Helm,Toxic Blade,Typhon's Fang
Sun Wukong,Warrior Tabi,Arondight,Gladiator's Shield,Pestilence,Shogun's Kusari,Relic Dagger
Bakasura,Reinforced Greaves,Silverbranch Bow,Runeforged Hammer,Titan's Bane,Talisman of Energy,Contagion
Rama,Ninja Tabi,Gladiator's Shield,Brawler's Beat Stick,Heartward Amulet,Berserker's Shield,Asi
Bellona,Reinforced Greaves,Shifter's Shield,Shogun's Kusari,Arondight,Sovereignty,Masamune
Sun Wukong,Talaria Boots,Emperor's Armor,Sovereignty,Runeforged Hammer,Mantle of Discord,Arondight
Scylla,Travelers Shoes,Mystical Mail,Jade Emperor's Crown,Spear of Desolation,Stone of Gaia,Pridwen
Kumbhakarna,Reinforced Shoes,Typhon's Fang,Spectral Armor,Magi's Cloak,Magi's Cloak,Soul Gem
The Morrigan,Travelers Shoes,Mystical Mail,Lono's Mask,Bancroft's Talon,Staff Of Myrddin,Typhon's Fang
Hachiman,Reinforced Greaves,Shifter's Shield,Midgardian Mail,Winged Blade,Mantle of Discord,The Executioner
Jing Wei,Talaria Boots,Genji's Guard,Sovereignty,Sovereignty,Relic Dagger,Qin's Sais
Odin,Ninja Tabi,Ancile,Wind Demon,Genji's Guard,Bumba's Mask,Stone Cutting Sword
Ravana,Ninja Tabi,Gauntlet of Thebes,Shogun's Kusari,Genji's Guard,Midgardian Mail,Malice
Ganesha,Reinforced Shoes,Gem of Isolation,Lotus Crown,Demonic Grip,Spear of the Magus,Dynasty Plate Helm
Cabrakan,Reinforced Shoes,Breastplate of Valor,Breastplate of Valor,Pythagorem's Piece,Typhon's Fang,Pythagorem's Piece
Kukulkan,Shoes of Focus,Void Stone,Toxic Blade,Stone of Fal,Shogun's Kusari,Mantle of Discord
Vulcan,Shoes of the Magi,Shogun's Kusari,Shogun's Kusari,Soul Reaver,Typhon's Fang,Telkhines Ring
Zhong Kui,Travelers Shoes,Hide of the Nemean Lion,Toxic Blade,Doom Orb,Oni Hunter's Garb,Emperor's Armor
Kali,Warrior Tabi,Hide of the Urchin,Rage,Bumba's Mask,Breastplate of Valor,The Crusher
Artemis,Ninja Tabi,Gladiator's Shield,Malice,Transcendence,Witchblade,Ichaival
The Morrigan,Shoes of Focus,Book of Thoth,Warlock's Staff,Soul Gem,Bancroft's Talon,Shogun's Kusari
King Arthur,Talaria Boots,Transcendence,Breastplate of Valor,Witchblade,Toxic Blade,Devourer's Gauntlet
Persephone,Shoes of Focus,Jade Emperor's Crown,Emperor's Armor,Bancroft's Talon,Staff Of Myrddin,Bancroft's Talon
Tyr,Ninja Tabi,Rage,Poisoned Star,Runic Shield,The Executioner,Void Shield
Nemesis,Warrior Tabi,Contagion,Shield of Regrowth,Berserker's Shield,Pestilence,Berserker's Shield
Rama,Reinforced Greaves,Midgardian Mail,Genji's Guard,Magi's Cloak,The Executioner,Midgardian Mail
Bacchus,Shoes of the Magi,Lotus Crown,Obsidian Shard,Soul Gem,Midgardian Mail,Warlock's Staff
Olorun,Shoes of Focus,Midgardian Mail,Gem of Isolation,Warlock's Staff,Spectral Armor,Bancroft's Talon
Guan Yu,Talaria Boots,Jotunn's Wrath,Relic Dagger,Hastened Katana,Oni Hunter's Garb,Emperor's Armor
Kali,Warrior Tabi,Jotunn's Wrath,Winged Blade,Hide of the Urchin,Runeforged Hammer,The Executioner
Achilles,Talaria Boots,Rage,Golden Blade,Shifter's Shield,Pestilence,Blackthorn Hammer
Camazotz,Talaria Boots,Brawler's Beat Stick,Arondight,Spectral Armor,Blackthorn Hammer,Sovereignty
Cerberus,Shoes of the Magi,Obsidian Shard,Sovereignty,Heartward Amulet,Relic Dagger,Stone of Binding
Nike,Reinforced Greaves,Frostbound Hammer,Mystical Mail,Sovereignty,Shogun's Kusari,Transcendence
Cernunnos,Talaria Boots,Hide of the Urchin,Hide of the Nemean Lion,Shield of Regrowth,Hydra's Lament,Brawler's Beat Stick
Anhur,Reinforced Greaves,Emperor's Armor,Asi,Brawler's Beat Stick,Relic Dagger,Mantle of Discord
Bellona,Talaria Boots,Arondight,Spectral Armor,Asi,Pridwen,Winged Blade
Nu Wa,Travelers Shoes,Spectral Armor,Witchblade,Hide of the Urchin,Soul Gem,Rod of Asclepius
Nemesis,Warrior Tabi,Shield of Regrowth,Breastplate of Valor,Golden Blade,Heartward Amulet,Mail of Renewal
Odin,Talaria Boots,Hastened Katana,Midgardian Mail,Deathbringer,Gladiator's Shield,Gladiator's Shield
Mercury,Reinforced Greaves,Stone of Gaia,Winged Blade,Runic Shield,Runic Shield,Asi
Hun Batz,Talaria Boots,Sovereignty,Jotunn's Wrath,Atalanta's Bow,Shield of Regrowth,Devourer's Gauntlet
Achilles,Talaria Boots,Genji's Guard,The Crusher,Breastplate of Valor,Gauntlet of Thebes,Pridwen
Ymir,Shoes of Focus,Shaman's Ring,Stone of Gaia,Rod of Asclepius,Genji's Guard,Celestial Legion Helm
Nox,Reinforced Shoes,Spear of the Magus,Spirit Robe,Mail of Renewal,Bancroft's Talon,Witchblade
Baron Samedi,Reinforced Shoes,Oni Hunter's Garb,Ethereal Staff,Demonic Grip,Hide of the Urchin,Mail of Renewal
Nemesis,Reinforced Greaves,Transcendence,Oni Hunter's Garb,Mail of Renewal,Hide of the Nemean Lion,Wind Demon
Thoth,Shoes of the Magi,Hide of the Nemean Lion,Midgardian Mail,Rod of Asclepius,Soul Gem,Relic Dagger
Anubis,Shoes of the Magi,Shaman's Ring,Stone of Fal,Pythagorem's Piece,Oni Hunter's Garb,Genji's Guard
Chaac,Warrior Tabi,Berserker's Shield,Breastplate of Valor,Runic Shield,Runic Shield,Gauntlet of Thebes
Set,Talaria Boots,Qin's Sais,Genji's Guard,Gauntlet of Thebes,Lono's Mask,Hastened Katana
Thor,Ninja Tabi,Relic Dagger,Toxic Blade,Magi's Cloak,Oni Hunter's Garb,Runeforged Hammer
Geb,Travelers Shoes,Contagion,Stone of Gaia,Stone of Fal,Shogun's Kusari,Heartward Amulet
Skadi,Reinforced Greaves,Spectral Armor,Atalanta's Bow,Pridwen,Hide of the Nemean Lion,Mystical Mail
Cupid,Reinforced Greaves,Toxic Blade,Asi,Contagion,Bumba's Mask,Breastplate of Valor
Apollo,Ninja Tabi,Frostbound Hammer,Brawler's Beat Stick,Fail-not,Atalanta's Bow,Winged Blade
Cupid,Warrior Tabi,Bulwark of Hope,Silverbranch Bow,Hydra's Lament,Breastplate of Valor,Witchblade
Discordia,Shoes of Focus,Spectral Armor,Gauntlet of Thebes,Genji's Guard,Void Stone,Spectral Armor
Ravana,Warrior Tabi,Genji's Guard,Stone of Gaia,Devourer's Gauntlet,Asi,Hydra's Lament
Kukulkan,Travelers Shoes,Witchblade,Shield of Regrowth,Celestial Legion Helm,Book of Thoth,Telkhines Ring
Artemis,Reinforced Greaves,Hide of the Nemean Lion,Hide of the Nemean Lion,Heartward Amulet,Stone of Gaia,Breastplate of Valor
Cu Chulainn,Reinforced Greaves,Titan's Bane,Hydra's Lament,The Executioner,Bumba's Mask,Toxic Blade
Pele,Talaria Boots,Stone of Gaia,Mystical Mail,Heartward Amulet,Midgardian Mail,Bulwark of Hope
Horus,Ninja Tabi,Pestilence,Ichaival,Stone of Gaia,Magi's Cloak,Devourer's Gauntlet
Ah Puch,Shoes of Focus,Polynomicon,Bumba's Mask,Genji's Guard,Sovereignty,Stone of Fal
Rama,Ninja Tabi,Jotunn's Wrath,The Crusher,Rage,Gauntlet of Thebes,Runeforged Hammer
Artio,Reinforced Shoes,Sovereignty,Spirit Robe,Typhon's Fang,Relic Dagger,Toxic Blade
Odin,Reinforced Greaves,Jotunn's Wrath,Blackthorn Hammer,Bulwark of Hope,Shield of Regrowth,Odysseus' Bow
Xbalanque,Warrior Tabi,Bulwark of Hope,Atalanta's Bow,Witchblade,Qin's Sais,Devourer's Gauntlet
Amaterasu,Reinforced Greaves,Transcendence,Blackthorn Hammer,Mail of Renewal,Rage,Mantle of Discord
Sobek,Shoes of Focus,Polynomicon,Pestilence,Breastplate of Valor,Spirit Robe,Dynasty Plate Helm
Kali,Ninja Tabi,Hydra's Lament,Hydra's Lament,Magi's Cloak,Rage,Stone Cutting Sword
Amaterasu,Ninja Tabi,Titan's Bane,Brawler's Beat Stick,Brawler's Beat Stick,Bumba's Mask,Relic Dagger
Kumbhakarna,Reinforced Shoes,Shield of Regrowth,Talisman of Energy,Hastened Ring,Book of the Dead,Spear of Desolation
Hun Batz,Warrior Tabi,Mystical Mail,Stone of Gaia,Berserker's Shield,Shifter's Shield,Silverbranch Bow
Achilles,Talaria Boots,Bulwark of Hope,Witchblade,Genji's Guard,Hydra's Lament,Gauntlet of Thebes
Terra,Shoes of Focus,Void Stone,Void Stone,Mail of Renewal,Rangda's Mask,Stone of Binding
Chernobog,Ninja Tabi,Winged Blade,Hide of the Nemean Lion,Bumba's Mask,Mantle of Discord,Frostbound Hammer
Freya,Shoes of the Magi,Soul Reaver,Spectral Armor,Mystical Mail,Stone of Gaia,Heartward Amulet
Chernobog,Talaria Boots,Toxic Blade,Emperor's Armor,Poisoned Star,Poisoned Star,Gladiator's Shield
Fafnir,Travelers Shoes,Bulwark of Hope,Staff Of Myrddin,Mantle of Discord,Obsidian Shard,Gauntlet of Thebes
